epoch,dice_coef,loss,val_dice_coef,val_loss
0,0.03681573271751404,0.8745084404945374,0.12329189479351044,0.7360866665840149
1,0.11439607292413712,0.7589367628097534,0.26396486163139343,0.6064020991325378
2,0.15116789937019348,0.7092333436012268,0.20887288451194763,0.6942059993743896
3,0.18815705180168152,0.6733328104019165,0.30022016167640686,0.5417497158050537
4,0.2667022943496704,0.5689691305160522,0.33900612592697144,0.5424313545227051
5,0.3134617805480957,0.51459139585495,0.3280518054962158,0.5625114440917969
6,0.3344336450099945,0.4984109699726105,0.40433400869369507,0.5007646679878235
7,0.3668573498725891,0.4639127254486084,0.4058624804019928,0.475809246301651
8,0.3617785573005676,0.4682917892932892,0.42852193117141724,0.46690911054611206
9,0.382404088973999,0.4542766213417053,0.43504008650779724,0.4582434594631195
10,0.38702377676963806,0.44505441188812256,0.3686128556728363,0.5415342450141907
11,0.4116940498352051,0.4192987382411957,0.4825080931186676,0.39094263315200806
12,0.41695767641067505,0.41365253925323486,0.4574674665927887,0.4042295217514038
13,0.4470461905002594,0.3838653564453125,0.47942084074020386,0.3839900493621826
14,0.4490608274936676,0.38586539030075073,0.49815887212753296,0.401113897562027
15,0.47280365228652954,0.3651107847690582,0.5246812105178833,0.3575085401535034
16,0.46776092052459717,0.36621567606925964,0.4785609245300293,0.4128153920173645
17,0.48531684279441833,0.35107362270355225,0.48317664861679077,0.44111406803131104
18,0.5052409172058105,0.32640165090560913,0.559081494808197,0.3285478353500366
19,0.5225178599357605,0.3133802115917206,0.5692858695983887,0.3486196994781494
20,0.5375633835792542,0.30131393671035767,0.5863169431686401,0.30225756764411926
21,0.5182291865348816,0.31689706444740295,0.5291736721992493,0.3519631326198578
22,0.5375917553901672,0.29538366198539734,0.6000021696090698,0.3193746507167816
23,0.5661002993583679,0.27112969756126404,0.6011978387832642,0.28825899958610535
24,0.5730385780334473,0.2651022970676422,0.5280013084411621,0.34893426299095154
25,0.5774184465408325,0.2629270851612091,0.6137093305587769,0.29143643379211426
26,0.5943724513053894,0.24613550305366516,0.5934193730354309,0.31600940227508545
27,0.6149296760559082,0.22561480104923248,0.6071980595588684,0.30004754662513733
28,0.6266254782676697,0.21713322401046753,0.6043317914009094,0.29002946615219116
29,0.6055339574813843,0.2373594492673874,0.6628981828689575,0.2559289336204529
30,0.6197822690010071,0.22381089627742767,0.6037834882736206,0.3022325038909912
31,0.6149919629096985,0.22597400844097137,0.5703837275505066,0.33190348744392395
32,0.6420896649360657,0.20382744073867798,0.6276487112045288,0.28178921341896057
33,0.6484228372573853,0.19867916405200958,0.5962163805961609,0.3102257549762726
34,0.6612026691436768,0.188397616147995,0.5569793581962585,0.3521897792816162
35,0.6479989290237427,0.19745491445064545,0.5791628956794739,0.3144077956676483
36,0.6592627167701721,0.18657231330871582,0.655036449432373,0.25931528210639954
37,0.6352260708808899,0.21003320813179016,0.5759865045547485,0.3356500566005707
38,0.6615898013114929,0.1870412975549698,0.651701807975769,0.25865304470062256
39,0.6811081767082214,0.17014659941196442,0.6139341592788696,0.2811709940433502
40,0.6975152492523193,0.15869024395942688,0.6177202463150024,0.28954848647117615
41,0.6871052384376526,0.16740940511226654,0.5646506547927856,0.3279784619808197
42,0.677363395690918,0.17244423925876617,0.6520689725875854,0.259391725063324
43,0.7064298391342163,0.14995208382606506,0.6596653461456299,0.24972094595432281
44,0.7073715925216675,0.14862258732318878,0.6418289542198181,0.2773151993751526
45,0.7099042534828186,0.1477518379688263,0.6361319422721863,0.26413390040397644
46,0.7215989232063293,0.1358691304922104,0.6774297952651978,0.23433183133602142
47,0.7320089936256409,0.1298445761203766,0.6296069025993347,0.27589666843414307
48,0.7095997333526611,0.14902958273887634,0.6885697841644287,0.23900076746940613
49,0.720518171787262,0.1391773670911789,0.6764548420906067,0.23169030249118805
50,0.7392205595970154,0.12313208729028702,0.6199163198471069,0.2973453998565674
51,0.731669545173645,0.12572547793388367,0.6526004672050476,0.25608450174331665
52,0.7399547696113586,0.12525521218776703,0.6333315372467041,0.3085114359855652
53,0.7418696880340576,0.12103065848350525,0.7080198526382446,0.21908646821975708
54,0.748420774936676,0.11767804622650146,0.6419936418533325,0.2800154685974121
55,0.7342934608459473,0.1263713389635086,0.6672503352165222,0.24074509739875793
56,0.7435151934623718,0.11887579411268234,0.6681140661239624,0.2630726099014282
57,0.7535578012466431,0.11151733994483948,0.6920148730278015,0.23395028710365295
58,0.757152259349823,0.11253225803375244,0.6684645414352417,0.24554114043712616
59,0.7513188123703003,0.11440350860357285,0.6703092455863953,0.2526240050792694
60,0.7545630931854248,0.1135808676481247,0.5714674592018127,0.3738596439361572
61,0.7403762936592102,0.12204530090093613,0.6586099863052368,0.2513962686061859
62,0.7688949704170227,0.10325172543525696,0.676815390586853,0.24393698573112488
63,0.7765053510665894,0.09441830217838287,0.6867555379867554,0.24117839336395264
64,0.7754095792770386,0.09475579857826233,0.6885553598403931,0.21924425661563873
65,0.7802173495292664,0.09252011775970459,0.6809437870979309,0.2425023913383484
66,0.7746055126190186,0.09608957171440125,0.6405889391899109,0.2919243574142456
67,0.7644423246383667,0.10495122522115707,0.6971324682235718,0.2221490442752838
68,0.7608458399772644,0.10666806250810623,0.6946960687637329,0.23632371425628662
69,0.7584474682807922,0.10698536783456802,0.6549035906791687,0.2585539221763611
70,0.7681518197059631,0.09944998472929001,0.69419264793396,0.23902133107185364
71,0.7723204493522644,0.09699361026287079,0.6707985401153564,0.26172935962677
72,0.79208904504776,0.08434028178453445,0.6943151354789734,0.22483301162719727
73,0.7904216051101685,0.08195378631353378,0.6537485122680664,0.28993692994117737
74,0.7848523259162903,0.08867474645376205,0.6820950508117676,0.25007811188697815
75,0.7816817760467529,0.09966317564249039,0.6728514432907104,0.23667581379413605
76,0.7653355598449707,0.10258354991674423,0.6493121981620789,0.27592894434928894
77,0.7766566872596741,0.09709114581346512,0.6511743664741516,0.28098878264427185
78,0.7769457101821899,0.09530087560415268,0.6525176763534546,0.27696943283081055
79,0.7696605324745178,0.09914632141590118,0.6728112697601318,0.24819007515907288
80,0.7926034331321716,0.08485843986272812,0.6807640194892883,0.24457308650016785
81,0.7990502119064331,0.07842938601970673,0.6732094883918762,0.25227928161621094
82,0.8025592565536499,0.07619926333427429,0.7105597257614136,0.22122031450271606
83,0.8032954335212708,0.07419095933437347,0.7077153921127319,0.21501149237155914
84,0.8048622608184814,0.07353080064058304,0.6895235776901245,0.24436047673225403
85,0.8124672770500183,0.0701524093747139,0.6970452070236206,0.2320747822523117
86,0.8113451600074768,0.06948564946651459,0.6851150989532471,0.24253390729427338
87,0.8085653185844421,0.07052097469568253,0.6699469685554504,0.2564280927181244
88,0.8076059222221375,0.07251375168561935,0.6953782439231873,0.23029060661792755
89,0.8042200207710266,0.07309138774871826,0.662166953086853,0.2653234004974365
90,0.8022438287734985,0.07712408900260925,0.7043207287788391,0.22928361594676971
91,0.8049636483192444,0.07301860302686691,0.7077795267105103,0.22407519817352295
92,0.8107398152351379,0.07076764851808548,0.6900536417961121,0.24814650416374207
